Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_3,Inference_time_3,New_LLAMA_2S_HDFS_3_TempOnly
PacketResponder 2 for block blk_8348114876238571434 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_8348114876238571434 terminating

### Input:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Response:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Input:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Response:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Input:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Response:",5.661319255828857,PacketResponder 2 for block blk_8348114876238571434 terminating
Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_1744485040428751334 src: <*>:<*>, dest: <*>:<*>
",1.3271617889404297,"Receiving block blk_1744485040428751334 src: <*>:<*>, dest: <*>:<*>
"
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500555,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_<*>,1.9049084186553955,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_<*>
Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7681381702423096,Extracted template: Received block <*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>, is added to blk_<*> size <*>",1.300526142120361,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>, is added to blk_<*> size <*>"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_939695665085237271 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><,5.67475962638855,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_<_*>
",2.0056071281433105,"BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_<_*>
"
Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_1394107495884949139, src: /10.250.10.100:<*>, dest: /10.250.10.100:<*>
",1.85857367515564,"blk_1394107495884949139, src: /10.250.10.100:<*>, dest: /10.250.10.100:<*>
"
PacketResponder 1 for block blk_-1751996688557225241 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating
",0.6745827198028564,"PacketResponder <*> for block blk_<*> terminating
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_-<*> size <*>
",1.3400321006774902,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_-<*> size <*>
"
PacketResponder 0 for block blk_7837529475466774167 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_7837529475466774167 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_7837529475466774167 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_7837529475466774167 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_",5.602938652038574,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
",1.1696834564208984,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_8988793695103110546 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2689688205718994,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Received block blk_-5340841684362207777 of size 67108864 from /10.251.198.33,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<> of size <*> from <*>
",0.8949134349822998,"Extracted template: Received block blk_<> of size <*> from <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Output:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864
",5.303943634033203,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>


### Input:
[ERROR] 2016-11-02 15:54:12,063 [http-nio-80-exec-4] c.n.s.s.i.c.i.CatalogImpl: Cannot find catalog for url: jdbc:db2://127.0.0.1:50000/TEST: Catalog not found in catalog list

### Response:
[ERROR] 2016-11-02 15:54:12,063 [http",5.60914421081543,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Receiving block blk_-6927870228542972281 src: /10.250.7.230:41059 dest: /10.250.7.230:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.045879364013672,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 0 for block blk_6610244864386894422 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<> terminating
",0.6782829761505127,"PacketResponder <*> for block blk_<> terminating
"
Verification succeeded for blk_774612454978154966,Verification succeeded for <*>,HDFS,New,Verification succeeded for blk_<*>,0.4876270294189453,Verification succeeded for blk_<*>
Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: /<*>:<*>, dest: /<*>:<*>
",1.4099514484405518,"Extracted template: Receiving block blk_<*> src: /<*>:<*>, dest: /<*>:<*>
"
Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.847712516784668,Extracted template: Receiving block <*> src: <*> dest: <*>
PacketResponder 0 for block blk_-1387034299358896632 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_-1387034299358896632 terminating
",0.9900166988372804,"PacketResponder 0 for block blk_-1387034299358896632 terminating
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-5012639079435860269 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-5012639079435860269 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111",5.609095096588135,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*> is added to blk_<*> size <*>
Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.8144814968109131,"Extracted template: Received block <*> of size <*> from <*>
"
Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block <*> src: <*> dest: <*>

### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
Extracted template: ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<",5.627436876296997,Extracted template: Receiving block <*> src: <*> dest: <*>
Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-8838161455213213548 src: <*>
",0.9564363956451416,"Receiving block blk_-8838161455213213548 src: <*>
"
Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Input:
Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79

### Response:
Extracted template: Received block <*> of size <*> from <*>",2.8587512969970703,Extracted template: Received block <*> of size <*> from <*>
Received block blk_120277101968534224 of size 67108864 from /10.251.122.65,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.8292481899261475,"Extracted template: Received block <*> of size <*> from <*>
"
Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_7535677865140289610 src: <*>:<*>, dest: <*>:<*>
",1.3103570938110352,"Receiving block blk_7535677865140289610 src: <*>:<*>, dest: <*>:<*>
"
Received block blk_-5814328448485070742 of size 67108864 from /10.251.74.134,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<*> of size <*> from <*>
",0.9084346294403076,"Extracted template: Received block blk_<*> of size <*> from <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2419161796569824,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_3202507081359904616 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*> is added to blk_<*> size <*>
",1.5341002941131592,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*> is added to blk_<*> size <*>
"
Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.0492124557495115,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Test case:
```
1. Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (",5.675474643707275,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)"
Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_-7601381921195183756 file <*>
",0.9116168022155762,"Deleting block blk_-7601381921195183756 file <*>
"
Received block blk_2157471834570224881 of size 67108864 from /10.251.126.22,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<> of size <*> from /<*>,0.9288733005523682,Extracted template: Received block blk_<> of size <*> from /<*>
Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.8224411010742188,"Extracted template: Received block <*> of size <*> from <*>
"
Receiving block blk_-931590117143327078 src: /10.251.42.191:44480 dest: /10.251.42.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.018996238708496,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 1 for block blk_4967492069970766092 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block <*> terminating

### Input:
2019-09-11 11:48:12.641 +0200 [INFO] [com.example.test.TestService] - Hello world!

### Response:
2019-09-11 11:48:12.641 +0200 [INFO] [com.example.test.TestService] - Hello world!

### Input:
2019-09-11 11:48:12.641 +0200 [INFO] [com.example.test.TestService] - Hello world!

### Response:
2019-09-11",5.692044973373413,PacketResponder 1 for block <*> terminating
PacketResponder 2 for block blk_-1485317050914225917 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_-1485317050914225917 terminating

### Explanation:
The above log message is a single line, and the template is the entire log message. The placeholder '<*>' is used to represent the variable elements in the log message.

### Input:
PacketResponder 2 for block blk_-1485317050914225917 terminating

### Response:
PacketResponder 2 for block blk_-1485317050914225917 terminating

### Explanation:
The above log message is a single line, and the template is the entire log message. The placeholder '<*",5.70066499710083,PacketResponder 2 for block blk_-1485317050914225917 terminating
Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8634293079376221,Extracted template: Receiving block <*> src: <*> dest: <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.338926076889038,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
